"","X","eval_disp_est","eval_disp_lower","eval_disp_upper","eval_shape_est","eval_shape_lower","eval_shape_upper","rp_value","attr_PR.pi_est","attr_PR.pi_lower","attr_PR.pi_upper","attr_dI.abs.pi_est","attr_dI.abs.pi_lower","attr_dI.abs.pi_upper","attr_dI.rel.pi_est","attr_dI.rel.pi_lower","attr_dI.rel.pi_upper","attr_PR.naoneutral_est","attr_PR.naoneutral_lower","attr_PR.naoneutral_upper","attr_dI.abs.naoneutral_est","attr_dI.abs.naoneutral_lower","attr_dI.abs.naoneutral_upper","attr_dI.rel.naoneutral_est","attr_dI.rel.naoneutral_lower","attr_dI.rel.naoneutral_upper","attr_PR.pineutral_est","attr_PR.pineutral_lower","attr_PR.pineutral_upper","attr_dI.abs.pineutral_est","attr_dI.abs.pineutral_lower","attr_dI.abs.pineutral_upper","attr_dI.rel.pineutral_est","attr_dI.rel.pineutral_lower","attr_dI.rel.pineutral_upper","proj_PR_est","proj_PR_lower","proj_PR_upper","proj_dI.abs_est","proj_dI.abs_lower","proj_dI.abs_upper","proj_dI.rel_est","proj_dI.rel_lower","proj_dI.rel_upper","aic_eval","aic_attr","aic_proj","attr_nobs","attr_nsamp","attr_nfailed","proj_nobs","proj_nsamp","proj_nfailed"
"CNRM-CM5_r1i1p1_RCA4",x ~ gmst + nao (rp5),0.223584198392173,0.15993466219079,0.254712282235156,-0.103856035118661,-0.582806187723292,0.274449737880862,75.0086366047485,1.25393987510933,0.335852975106618,19.2835119207966,2.75814144607244,-17.8949148578804,21.2392122566094,3.8174706484918,-20.8202696530786,35.0614669075616,1.20690107618601,0.835050488328769,3.41390103750593,2.31631179102233,-2.38245451979334,7.37101488982081,3.18645991438281,-3.24408189989039,10.6253052956083,1.5403198144,0.399018914884371,43.1064696106562,4.98928017113826,-14.0643470702424,21.7136389293526,7.12557273483214,-16.8426757251613,35.3788651989591,1.27179834969789,0.853897045697622,1.90790454139071,3.39472475486852,-1.95223521386683,9.62906658416647,4.30971151245126,-2.66944762504985,11.3817714592347,395.268614622537,474.660971089714,841.559558830665,57,1000,0,101,1000,0
"CNRM-CM5_r1i1p1_RegCM4-6",x ~ gmst + nao (rp5),0.209855012154085,0.155223513127896,0.239882720309905,-0.202999359615088,-0.421094722225693,0.106858813669754,49.1368265680151,0.934571846102505,0.310800008976109,9.33882945964682,-0.491306635797713,-12.2360994153416,10.9148673892423,-0.989976056080964,-21.8888155278001,25.3006906474741,1.24239266108545,0.874693881017537,2.28401121364359,1.44980158636738,-0.933619030684444,4.00873543454714,3.04024330921322,-1.96322326986741,8.4759657500804,1.15333817623218,0.328698762961759,21.819070077065,0.972991148019183,-11.1624574401555,12.1934406172273,2.02016957232445,-20.9013418104297,28.7973380566408,1.47085619281368,0.968716261076503,2.09863943264738,3.27194895312923,-0.21673708165236,6.94374767892868,5.97720616776548,-0.424061890944239,11.8718861737716,347.990117081841,416.16969784841,727.563365635178,57,1000,0,101,1000,0
"CNRM-CM5_r1i1p1_REMO2015",x ~ gmst + nao (rp5),0.216838380039877,0.160305102400099,0.256497066085115,-0.190409996288135,-0.501585353474955,0.149695521696958,73.5080213502722,1.30202865387388,0.47250203612555,10.5110101721864,2.39985013405266,-8.79214936453163,13.8249376948891,3.37492877823478,-11.3397806468465,21.5364442478842,1.31667013746809,0.928232500634965,1.91863804232421,2.49278261622378,-0.632409545595731,5.84000829716186,3.51020803515036,-0.930966134195686,8.29343505049832,1.7883955844383,0.558165437476236,20.7701724568627,4.81124973131037,-6.14423257580118,15.7793404522163,7.00360383453938,-8.55178373338904,25.0075617617371,1.71360735337918,1.22854443859421,2.17357991649948,6.54089761959779,2.01941830657521,10.4980237729602,8.03274993717668,2.6540246091503,12.2613158541726,388.924401990296,620.165158901248,970.181685603701,77,1000,0,121,1000,0
"CNRM-CM5_r1i1p1_WRF381P",x ~ gmst + nao (rp5),0.220393132948529,0.155679735591314,0.263109837167388,-0.112158046545041,-0.374555783679452,0.285126951626519,47.2315959310546,1.98868121637318,0.66830973092187,12.8162441157941,4.46178030654896,-3.15709240815134,12.1399994342001,10.432077485956,-6.9274949902136,30.7302149737226,0.968270336138277,0.733254678378177,1.28514805847534,-0.250143946445675,-2.22270813750935,1.9337376472436,-0.5268213572018,-4.51153312979835,4.15557870079295,1.90940111056582,0.679341674320072,12.1457057351278,4.23526646008303,-2.97945931413919,12.3420160016193,9.85029771655839,-6.5786668649216,31.064011434405,1.53915922128509,1.08618118609537,2.08374168187469,4.1315035057579,0.678508108444036,7.63000384407969,7.85473282624845,1.4428519969351,13.4495633444924,355.14554176609,548.76975228162,885.968630902521,76,1000,0,120,1000,0
"EC-EARTH_r12i1p1_CCLM4-8-17",x ~ gmst + nao (rp5),0.182387326781571,0.133310238724325,0.222444187986574,0.0553622405734135,-0.40004991594386,0.414752888171263,60.0037185335109,3.32070116525847,1.09100168197408,20.835361849313,9.82517249906005,0.788161482155964,20.6485556081202,19.5804248539095,1.51699322520316,44.3189484961236,1.28140368174812,0.974911864505852,1.61245839123077,2.43629694785924,-0.264283053921498,5.45851333765236,4.23207585254517,-0.454053630498953,9.34489827914919,4.60416482868927,1.43096772915435,28.0383428974013,11.8625435410476,2.62552098983531,23.5677139950685,24.6411591385227,5.03989706240218,53.3065148610109,1.59621842144728,1.14621865002286,2.20516889658815,5.37220184360599,1.41877279784505,9.87642413190844,8.53099729083639,2.42849787535634,14.5989574830732,355.131184296947,574.693461846557,931.85310888141,77,1000,0,121,1000,0
"EC-EARTH_r12i1p1_COSMO-crCLIM-v1-1",x ~ gmst + nao (rp5),0.229822436122547,0.16026971720329,0.27502427118287,-0.116123425373098,-0.538330621400026,0.195121596329921,65.5154576211867,5.58617371525773,1.20450604887586,Inf,11.7673153635436,1.5583288014026,23.6161266042397,21.8934364412758,2.75718291498309,47.10219570303,1.16261906953484,0.838640499140529,1.63518366488827,1.47366535282049,-1.52935199213617,5.25050257807057,2.30109948616853,-2.16933827065738,8.12574701818771,7.32806265681747,1.41190672208941,Inf,12.976293792444,2.8289366165369,26.3051612410279,24.6983256808992,5.43704162889896,53.4799680122452,1.57874862321741,1.12049013383491,2.22096675027971,5.62368739273651,1.21676911989911,10.7795963644863,8.32904904642974,1.94093484931545,14.5502959926761,376.747675054946,593.705522880333,955.967927239494,77,1000,0,121,1000,0
"EC-EARTH_r12i1p1_HadREM3-GA7-05",x ~ gmst + nao (rp5),0.174805546633016,0.111661801042578,0.215070412272264,-0.0146133394461389,-0.402899720695775,0.440795010467463,75.9001146896001,6.06906354763496,1.40142580537418,96.7387547092682,14.4173039876624,2.75868710174713,27.0273602646163,23.449324816258,4.26897714913918,46.8333544343699,1.18258684784795,0.898519775990077,1.65129041957256,1.86288488949269,-1.09101090269923,5.46462875876333,2.51614612610747,-1.50394960046942,7.52171283034768,8.0182404474732,1.71322956068857,138.360380910307,15.9263319975486,4.75047590300044,28.9205958805399,26.5554902203281,7.37135912977238,51.6033262780658,1.62821706577379,1.21309427524349,2.1753840343011,6.49639971893794,2.30957994320912,11.4184235436644,8.40439663858359,3.10234112362042,13.576751548194,372.158689753052,587.903349603637,949.093395221798,75,1000,0,119,1000,0
"EC-EARTH_r12i1p1_HIRHAM5",x ~ gmst + nao (rp5),0.178738880876612,0.112242059982622,0.220122167140162,0.0687720781779631,-0.39710605785338,0.525982984628547,73.3102023646929,3.64515740523362,1.31915118397978,48.8012241638468,12.8023408264565,2.94642550670664,22.5591385707488,21.1581445798846,4.70138549997374,39.8462110275827,1.21183927737008,0.920840857339407,1.5130166321863,2.27717969460529,-0.841360978393868,4.57138149994454,3.20580429919425,-1.13157728826024,6.64818843551799,4.62904602707844,1.55046603930884,43.3960499271725,14.6818510339637,3.79919586460207,24.3872857691271,25.0422375876505,6.17261109308769,44.2797868618429,1.60893392107066,1.23175558049622,2.11974240775117,6.35400911196155,2.49062641554159,10.5367569791359,8.41672801454708,3.50993154570102,13.0845648767034,375.996375972714,585.56767219169,944.010438409676,76,1000,0,120,1000,0
"EC-EARTH_r12i1p1_RACMO22E",x ~ gmst + nao (rp5),0.197197663817126,0.143186616082279,0.236889379523706,0.0370868991711005,-0.299147526977566,0.315652897804656,65.2591387859977,2.46051543117588,1.03581006578515,7.93641802512486,9.26157546027625,0.385294593571628,18.351736244653,16.539247264036,0.63308679959934,33.9811939203612,1.24831386493745,0.923529658584081,1.59478340216245,2.58159142692114,-0.86450370168019,5.6414258829234,4.11884564041942,-1.35179330806107,9.23224113125078,3.19958048375143,1.2573684409678,10.5238225485765,11.4767874918695,2.40491854591074,21.2555517354262,21.3393189693484,4.09009929011519,41.3526738821323,1.47989915940672,1.07239023010521,2.19119076311749,5.50356505213119,0.942841314386057,11.6508450331979,7.90543477283268,1.47488037659334,15.1919472154881,370.283469153302,592.180190752677,967.604600175628,77,1000,0,121,1000,0
"EC-EARTH_r12i1p1_RCA4",x ~ gmst + nao (rp5),0.198450154451898,0.10197154622849,0.245745538844982,0.312823985327413,-0.068082017820432,1.77931273412055,81.6896971716936,3.85535599316871,1.1203618731699,26.931410353351,20.7101441012805,1.83083238889635,36.8791669239067,33.9624399630586,2.83437316047269,67.2383621004206,1.33588295021613,1.05024721226034,1.74128710306988,5.22152411426394,0.952730046213428,9.65637045707847,6.82836257947792,1.16397785723374,11.9675095000904,5.32418584478086,1.37537522716656,48.4698804315535,24.6078964232775,5.29938984366975,40.4799263695784,43.1098810840518,7.99571271186837,77.6750349036855,1.57783825097359,1.17180467048034,2.17805025120868,8.45414212934827,2.65273355040363,15.4454396100382,10.3016586881118,3.58578410413227,16.9099906949314,393.863868690739,468.590087934383,844.388346922007,57,1000,0,101,1000,0
"EC-EARTH_r12i1p1_RegCM4-6",x ~ gmst + nao (rp5),0.231374639261309,0.136396146450478,0.276591565148361,-0.034324609290226,-0.364065518903686,0.649289365604295,53.3414461636098,8.8779918005748,0.640228090561643,Inf,12.1540428470504,-3.8152757742705,24.7037980099787,29.5091262579397,-8.26861952952631,65.7503752306689,1.20922258565849,0.839142633224313,2.79470894343367,1.65877322501185,-1.44824757899536,5.00449366063238,3.20953451262587,-2.83451513140556,10.1722591596793,13.2384915578253,0.709007991526601,Inf,13.4348585493416,-2.62898155275135,25.8931009763564,33.6657663621885,-5.79816936548318,72.4406334080341,1.6727654881463,1.09951919355678,2.38121186842745,5.4989079780905,0.953761886119774,10.5799138893956,9.9885689043289,1.98132802017562,17.2922069910359,356.304796195251,426.907439625756,763.760674282663,57,1000,0,101,1000,0
"EC-EARTH_r12i1p1_REMO2015",x ~ gmst + nao (rp5),0.204520236229515,0.129674775848536,0.247849878052781,-0.0137251502260153,-0.289987022566862,0.370494718117399,69.790988194926,2.68168367800086,0.968852321001059,18.0546686725173,10.0367398611743,-0.341201360264667,22.0842223132353,16.7966967053371,-0.537491674441825,38.098004341383,1.14827784223468,0.920747448828502,1.48438032637761,1.64938155195927,-1.05323637983099,4.66204032930667,2.4205204913957,-1.39359035497566,6.80232968841903,3.17823843298454,1.09439188110664,20.1144242088018,11.4489215396685,1.01007408180711,23.9155746226739,19.6237846823631,1.63480054431197,42.8121759926545,1.61691036165025,1.2620280653875,2.14232122791948,6.53638858785324,2.95104798517796,11.0148163889409,8.83659977398051,4.22709349964117,13.7044869064553,380.762049732065,615.104279433782,970.798695884346,79,1000,0,123,1000,0
"EC-EARTH_r12i1p1_WRF361H",x ~ gmst + nao (rp5),0.186617835785837,0.13898985483138,0.239456760961279,0.0425562076890805,-0.501764237050232,0.338301180321587,67.8201071633407,28.6918815369399,3.08514673239457,Inf,21.062456228769,9.06263081270141,35.2775844460031,45.0460102417075,17.8941685389453,82.9367822862376,1.19896238810327,0.805408587747926,1.6375337984347,1.87985059241474,-1.97060102906595,4.80367197748495,2.85083906277003,-3.06034941522307,7.22722011927808,40.777443052006,3.46590632333871,Inf,22.3584936649467,9.87383455153057,37.4973779098839,49.1810385606675,19.9093693565537,93.0361801978933,2.03213685835252,1.45742166758054,2.76839613281645,8.44425100574615,3.86572250897097,13.5703241227409,12.3266743651729,6.28206296209069,18.2495032021656,362.360003098054,428.041002197643,776.401507352345,57,1000,0,101,1000,0
"EC-EARTH_r12i1p1_WRF381P",x ~ gmst + nao (rp5),0.260951851542059,0.194782832862502,0.299690425831822,-0.00402289210649073,-0.360519936067146,0.289917957373874,50.6819566683132,1.54814026413122,0.570621917206839,8.64176284007172,4.06469365759829,-5.45790093047134,15.0150032007475,8.71928851049026,-11.4581742576178,34.8603838776777,1.18265669787075,0.884996199567203,1.52761086653676,1.66671653736876,-1.1547012009321,4.98477635378421,3.40040471681076,-2.30626039126651,10.4885544676004,1.87460128456351,0.617538142552902,11.7127481637847,5.59773950457138,-4.69743485928652,16.812482165685,12.4161843250841,-9.74118706632981,40.6913633496436,1.41101835115367,1.04118185485713,1.96490403988451,4.62395230607658,0.444259451267277,9.94476928690476,8.00390062381694,0.909757247684328,15.1416101613812,370.737202804512,577.464815064149,929.628300692497,76,1000,0,120,1000,0
"HadGEM2-ES_r1i1p1_ALADIN63",x ~ gmst + nao (rp5),0.212549256772712,0.133029225318398,0.257873900721544,-0.135127419793457,-0.490906292959979,0.285173345274854,71.5677916788337,2.24581967509907,0.781266857535972,Inf,6.59072999720395,-2.50621377182438,15.9473302491711,10.1431641053527,-3.73455492096721,24.6856279687162,1.17604902198076,0.896224207945343,1.6884877148592,1.57569063990198,-0.996956368986352,4.61849664967052,2.25124066360793,-1.46989369971406,6.50162013640372,2.82934642486558,0.893501905790018,Inf,8.02131413985198,-0.968819473922237,17.7473367439722,12.6227518038768,-1.56226162924537,28.0378511994594,1.180727396683,0.87694293487529,1.59269275779808,1.82614312218432,-1.2231194181222,5.35261558660565,2.60064245749678,-1.94514417684362,7.17409334597838,383.372870475554,599.148358746384,951.507054166135,76,1000,0,120,1000,0
"HadGEM2-ES_r1i1p1_CCLM4-8-17",x ~ gmst + nao (rp5),0.264354041565195,0.199720741913147,0.304937376268291,-0.100900308651923,-0.494150962319029,0.186756745067329,67.8563884766133,1.80267956597181,0.578360661405162,12.7326492307038,5.99526629857887,-6.83739373011201,15.7470216520233,9.69149295631054,-10.8927406249415,25.3923927812886,1.29045333493776,1.03714739872754,1.7735051917321,2.8437652973234,0.370896758628349,5.8562745941209,4.37417405767638,0.593978592231205,8.65231819943828,2.49463078711262,0.684876828783876,62.8901712798984,8.58777846217577,-4.46635606013052,18.9752156315475,14.4895897846834,-7.68848028873106,32.135614689062,0.965846908437637,0.725823013155293,1.29688930071755,-0.395282908472467,-3.24517509953034,3.14098553899825,-0.637191917399412,-5.55285236568579,4.69064977717775,392.860799405485,620.337598766695,969.775315847105,77,1000,0,121,1000,0
"HadGEM2-ES_r1i1p1_COSMO-crCLIM-v1-1",x ~ gmst + nao (rp5),0.252442763084491,0.185693003933511,0.297992786262508,-0.0191920894196527,-0.42633521335493,0.252137359742438,67.923601302238,1.39534224883666,0.576612034842944,33.6020675829224,3.83222513842858,-6.89272696118271,16.0563777348906,5.97931479678936,-10.7346059698147,25.2021418057403,1.21853313623332,0.969055419127252,1.722289386206,2.36086667949775,-0.369773967693108,5.67559074868224,3.6009277115767,-0.55277937938794,8.4124193765817,1.74808253755806,0.657307248444193,330.687557976121,6.05989256959155,-4.81395817937024,18.6400827810923,9.79555331184607,-8.02390126756714,30.0198173147645,1.02154999452933,0.751574729840415,1.38225106939637,0.272063378706946,-3.17854608364024,4.53802847019279,0.413218455756342,-5.20458390014834,6.46401256632021,396.625647394321,627.80380565959,990.92911103213,77,1000,0,121,1000,0
"HadGEM2-ES_r1i1p1_HadREM3-GA7-05",x ~ gmst + nao (rp5),0.239298296826794,0.179433401771297,0.276380154891289,-0.041173044487836,-0.329407737018682,0.221926790500358,82.3172592090131,1.55066265958448,0.687889130186351,8.39983292541834,5.7333591385823,-5.06765319198348,19.6954657888338,7.48637655343954,-6.57338992540786,25.7549078010194,1.30052413247259,1.05153922178968,1.81943813540899,3.59742928871853,0.591626231883109,7.38895153816406,4.56991496597617,0.815763289677155,9.15152396759824,2.1148106166213,0.840796341872481,16.2372432285926,9.08022913650242,-2.09301106976186,24.0030459769236,12.3984125619407,-2.97452263797227,32.8262006323068,1.01506041257105,0.7447762917027,1.34423481434876,0.217274507442909,-3.50070307833303,4.66926246613456,0.278517987955533,-4.75178381933074,5.44029784172326,408.397095456424,632.011373103921,1001.55003081241,75,1000,0,119,1000,0
"HadGEM2-ES_r1i1p1_HIRHAM5",x ~ gmst + nao (rp5),0.258546730210455,0.203680656509961,0.29541466277686,-0.00907366767553017,-0.424977294243946,0.281597349038433,81.1906474470046,1.93670805746423,0.807000457676469,68.3198061177664,8.33313116159431,-2.94369480216577,20.0262990975854,11.4375723829925,-3.99381143120216,27.8571761732627,1.19221148967593,0.934774196902353,1.65235008430408,2.52454305351198,-0.92975587942206,6.66047193245442,3.20918783633172,-1.28275172695017,8.19158214689549,2.42769609452435,0.890289195664018,1957.99303143855,10.5985637257887,-1.46310026168911,23.4477596002048,15.0138134010108,-2.14307894036552,33.7626449115169,0.966599941350691,0.722848506632575,1.30688902627987,-0.466352312255935,-4.0631170664141,3.78536979354594,-0.627529991021189,-5.80632992656454,4.78941282536115,413.415153748203,641.677074408308,1009.47075407533,76,1000,0,120,1000,0
