"year","time","tmax","gmst","q90","ex90","q90_ann","ex_ann"
1950,"1950-01-28",-10.016277,-1.263971,15.6792315609733,FALSE,17.6626838,FALSE
1950,"1950-01-29",-8.098108,-1.263971,15.6792315609733,FALSE,17.6626838,FALSE
1950,"1950-01-30",-8.795253,-1.263971,15.6792315609733,FALSE,17.6626838,FALSE
1950,"1950-01-31",-8.238033,-1.263971,15.6792315609733,FALSE,17.6626838,FALSE
1950,"1950-02-01",-6.4736094,-1.263971,15.6792315609733,FALSE,17.6626838,FALSE
1950,"1950-02-02",-6.2341847,-1.263971,15.6792315609733,FALSE,17.6626838,FALSE
1950,"1950-02-03",-6.55244,-1.263971,15.6792315609733,FALSE,17.6626838,FALSE
1950,"1950-02-04",-3.6827438,-1.263971,15.6792315609733,FALSE,17.6626838,FALSE
1950,"1950-02-05",-3.0563796,-1.263971,15.6792315609733,FALSE,17.6626838,FALSE
1950,"1950-02-06",-3.7518547,-1.263971,15.6792315609733,FALSE,17.6626838,FALSE
1950,"1950-02-07",-3.2845094,-1.263971,15.6792315609733,FALSE,17.6626838,FALSE
1950,"1950-02-08",-4.631104,-1.263971,15.6792315609733,FALSE,17.6626838,FALSE
1950,"1950-02-09",-6.319697,-1.263971,15.6792315609733,FALSE,17.6626838,FALSE
1950,"1950-02-10",-6.9952364,-1.263971,15.6792315609733,FALSE,17.6626838,FALSE
1950,"1950-02-11",-7.31582,-1.263971,15.6792315609733,FALSE,17.6626838,FALSE
1950,"1950-02-12",-8.58358,-1.263971,15.6792315609733,FALSE,17.6626838,FALSE
1950,"1950-02-13",-10.41155,-1.263971,15.6792315609733,FALSE,17.6626838,FALSE
1950,"1950-02-14",-11.877327,-1.263971,15.6792315609733,FALSE,17.6626838,FALSE
1950,"1950-02-15",-13.039637,-1.263971,15.6792315609733,FALSE,17.6626838,FALSE
1950,"1950-02-16",-12.762085,-1.263971,15.6792315609733,FALSE,17.6626838,FALSE
1950,"1950-02-17",-8.690371,-1.263971,15.6792315609733,FALSE,17.6626838,FALSE
1950,"1950-02-18",-6.927764,-1.263971,15.6792315609733,FALSE,17.6626838,FALSE
1950,"1950-02-19",-4.6087894,-1.263971,15.6792315609733,FALSE,17.6626838,FALSE
1950,"1950-02-20",-3.822591,-1.263971,15.6792315609733,FALSE,17.6626838,FALSE
1950,"1950-02-21",-3.8583868,-1.263971,15.6792315609733,FALSE,17.6626838,FALSE
1950,"1950-02-22",-3.9299326,-1.263971,15.6792315609733,FALSE,17.6626838,FALSE
1950,"1950-02-23",-6.83868,-1.263971,15.6792315609733,FALSE,17.6626838,FALSE
1950,"1950-02-24",-7.3772125,-1.263971,15.6792315609733,FALSE,17.6626838,FALSE
1950,"1950-02-25",-8.732309,-1.263971,15.6792315609733,FALSE,17.6626838,FALSE
1950,"1950-02-26",-9.661172,-1.263971,15.6792315609733,FALSE,17.6626838,FALSE
1950,"1950-02-27",-8.75064,-1.263971,15.6792315609733,FALSE,17.6626838,FALSE
1950,"1950-02-28",-7.510516,-1.263971,15.6792315609733,FALSE,17.6626838,FALSE
1950,"1950-03-01",-8.44925,-1.263971,15.6792315609733,FALSE,17.6626838,FALSE
1950,"1950-03-02",-8.325458,-1.263971,15.6792315609733,FALSE,17.6626838,FALSE
1950,"1950-03-03",-2.6262403,-1.263971,15.6792315609733,FALSE,17.6626838,FALSE
1950,"1950-03-04",-0.21041842,-1.263971,15.6792315609733,FALSE,17.6626838,FALSE
1950,"1950-03-05",-0.018693512,-1.263971,15.6792315609733,FALSE,17.6626838,FALSE
1950,"1950-03-06",0.7019239,-1.263971,15.6792315609733,FALSE,17.6626838,FALSE
1950,"1950-03-07",-1.489555,-1.263971,15.6792315609733,FALSE,17.6626838,FALSE
1950,"1950-03-08",-3.0623653,-1.263971,15.6792315609733,FALSE,17.6626838,FALSE
1950,"1950-03-09",-4.5627027,-1.263971,15.6792315609733,FALSE,17.6626838,FALSE
1950,"1950-03-10",-5.828252,-1.263971,15.6792315609733,FALSE,17.6626838,FALSE
1950,"1950-03-11",-6.8227606,-1.263971,15.6792315609733,FALSE,17.6626838,FALSE
1950,"1950-03-12",-8.2917595,-1.263971,15.6792315609733,FALSE,17.6626838,FALSE
1950,"1950-03-13",-7.7166715,-1.263971,15.6792315609733,FALSE,17.6626838,FALSE
1950,"1950-03-14",-8.38669,-1.263971,15.6792315609733,FALSE,17.6626838,FALSE
1950,"1950-03-15",-6.9465013,-1.263971,15.6792315609733,FALSE,17.6626838,FALSE
1950,"1950-03-16",-4.365953,-1.263971,15.6792315609733,FALSE,17.6626838,FALSE
1950,"1950-03-17",-0.24665602,-1.263971,15.6792315609733,FALSE,17.6626838,FALSE
1950,"1950-03-18",1.7645546,-1.263971,15.6792315609733,FALSE,17.6626838,FALSE
1950,"1950-03-19",3.0762272,-1.263971,15.6792315609733,FALSE,17.6626838,FALSE
1950,"1950-03-20",0.974994,-1.263971,15.6792315609733,FALSE,17.6626838,FALSE
1950,"1950-03-21",-0.5028547,-1.263971,15.6792315609733,FALSE,17.6626838,FALSE
1950,"1950-03-22",-1.2305971,-1.263971,15.6792315609733,FALSE,17.6626838,FALSE
1950,"1950-03-23",-0.3224257,-1.263971,15.6792315609733,FALSE,17.6626838,FALSE
1950,"1950-03-24",1.8953133,-1.263971,15.6792315609733,FALSE,17.6626838,FALSE
1950,"1950-03-25",2.5275662,-1.263971,15.6792315609733,FALSE,17.6626838,FALSE
1950,"1950-03-26",2.889556,-1.263971,15.6792315609733,FALSE,17.6626838,FALSE
1950,"1950-03-27",1.257637,-1.263971,15.6792315609733,FALSE,17.6626838,FALSE
1950,"1950-03-28",-0.71944016,-1.263971,15.6792315609733,FALSE,17.6626838,FALSE
1950,"1950-03-29",-0.56535006,-1.263971,15.6792315609733,FALSE,17.6626838,FALSE
1950,"1950-03-30",0.04689957,-1.263971,15.6792315609733,FALSE,17.6626838,FALSE
1950,"1950-03-31",0.85494244,-1.263971,15.6792315609733,FALSE,17.6626838,FALSE
1950,"1950-04-01",1.3418818,-1.263971,15.6792315609733,FALSE,17.6626838,FALSE
1950,"1950-04-02",1.3466709,-1.263971,15.6792315609733,FALSE,17.6626838,FALSE
1950,"1950-04-03",1.299994,-1.263971,15.6792315609733,FALSE,17.6626838,FALSE
1950,"1950-04-04",0.81511456,-1.263971,15.6792315609733,FALSE,17.6626838,FALSE
1950,"1950-04-05",0.88216615,-1.263971,15.6792315609733,FALSE,17.6626838,FALSE
1950,"1950-04-06",0.6125637,-1.263971,15.6792315609733,FALSE,17.6626838,FALSE
1950,"1950-04-07",-0.074539475,-1.263971,15.6792315609733,FALSE,17.6626838,FALSE
1950,"1950-04-08",0.4641934,-1.263971,15.6792315609733,FALSE,17.6626838,FALSE
1950,"1950-04-09",2.0379088,-1.263971,15.6792315609733,FALSE,17.6626838,FALSE
1950,"1950-04-10",3.3722413,-1.263971,15.6792315609733,FALSE,17.6626838,FALSE
1950,"1950-04-11",3.1068087,-1.263971,15.6792315609733,FALSE,17.6626838,FALSE
1950,"1950-04-12",3.1629045,-1.263971,15.6792315609733,FALSE,17.6626838,FALSE
1950,"1950-04-13",3.5845912,-1.263971,15.6792315609733,FALSE,17.6626838,FALSE
1950,"1950-04-14",3.6324553,-1.263971,15.6792315609733,FALSE,17.6626838,FALSE
1950,"1950-04-15",3.7279,-1.263971,15.6792315609733,FALSE,17.6626838,FALSE
1950,"1950-04-16",6.110304,-1.263971,15.6792315609733,FALSE,17.6626838,FALSE
1950,"1950-04-17",5.84414,-1.263971,15.6792315609733,FALSE,17.6626838,FALSE
1950,"1950-04-18",5.4110947,-1.263971,15.6792315609733,FALSE,17.6626838,FALSE
1950,"1950-04-19",4.612533,-1.263971,15.6792315609733,FALSE,17.6626838,FALSE
1950,"1950-04-20",4.6424313,-1.263971,15.6792315609733,FALSE,17.6626838,FALSE
1950,"1950-04-21",7.2790456,-1.263971,15.6792315609733,FALSE,17.6626838,FALSE
1950,"1950-04-22",7.1169634,-1.263971,15.6792315609733,FALSE,17.6626838,FALSE
1950,"1950-04-23",5.8320055,-1.263971,15.6792315609733,FALSE,17.6626838,FALSE
1950,"1950-04-24",5.1095996,-1.263971,15.6792315609733,FALSE,17.6626838,FALSE
1950,"1950-04-25",4.5276904,-1.263971,15.6792315609733,FALSE,17.6626838,FALSE
1950,"1950-04-26",3.9337146,-1.263971,15.6792315609733,FALSE,17.6626838,FALSE
1950,"1950-04-27",4.4238057,-1.263971,15.6792315609733,FALSE,17.6626838,FALSE
1950,"1950-04-28",5.007424,-1.263971,15.6792315609733,FALSE,17.6626838,FALSE
1950,"1950-04-29",4.9823046,-1.263971,15.6792315609733,FALSE,17.6626838,FALSE
1950,"1950-04-30",4.7271657,-1.263971,15.6792315609733,FALSE,17.6626838,FALSE
1950,"1950-05-01",5.9162707,-1.263971,15.6792315609733,FALSE,17.6626838,FALSE
1950,"1950-05-02",7.6412826,-1.263971,15.6792315609733,FALSE,17.6626838,FALSE
1950,"1950-05-03",9.119573,-1.263971,15.6792315609733,FALSE,17.6626838,FALSE
1950,"1950-05-04",8.795283,-1.263971,15.6792315609733,FALSE,17.6626838,FALSE
1950,"1950-05-05",8.990154,-1.263971,15.6792315609733,FALSE,17.6626838,FALSE
1950,"1950-05-06",10.930313,-1.263971,15.6792315609733,FALSE,17.6626838,FALSE
1950,"1950-05-07",8.988123,-1.263971,15.6792315609733,FALSE,17.6626838,FALSE
1950,"1950-05-08",10.30004,-1.263971,15.6792315609733,FALSE,17.6626838,FALSE
1950,"1950-05-09",11.144279,-1.263971,15.6792315609733,FALSE,17.6626838,FALSE
1950,"1950-05-10",9.8347,-1.263971,15.6792315609733,FALSE,17.6626838,FALSE
1950,"1950-05-11",10.187577,-1.263971,15.6792315609733,FALSE,17.6626838,FALSE
1950,"1950-05-12",11.12365,-1.263971,15.6792315609733,FALSE,17.6626838,FALSE
1950,"1950-05-13",10.75009,-1.263971,15.6792315609733,FALSE,17.6626838,FALSE
1950,"1950-05-14",5.386396,-1.263971,15.6792315609733,FALSE,17.6626838,FALSE
1950,"1950-05-15",3.8370626,-1.263971,15.6792315609733,FALSE,17.6626838,FALSE
1950,"1950-05-16",4.2096834,-1.263971,15.6792315609733,FALSE,17.6626838,FALSE
1950,"1950-05-17",4.11914,-1.263971,15.6792315609733,FALSE,17.6626838,FALSE
1950,"1950-05-18",5.3336344,-1.263971,15.6792315609733,FALSE,17.6626838,FALSE
1950,"1950-05-19",6.928033,-1.263971,15.6792315609733,FALSE,17.6626838,FALSE
1950,"1950-05-20",7.9900885,-1.263971,15.6792315609733,FALSE,17.6626838,FALSE
1950,"1950-05-21",8.320286,-1.263971,15.6792315609733,FALSE,17.6626838,FALSE
1950,"1950-05-22",9.481588,-1.263971,15.6792315609733,FALSE,17.6626838,FALSE
1950,"1950-05-23",9.301172,-1.263971,15.6792315609733,FALSE,17.6626838,FALSE
1950,"1950-05-24",6.3460026,-1.263971,15.6792315609733,FALSE,17.6626838,FALSE
1950,"1950-05-25",6.3936,-1.263971,15.6792315609733,FALSE,17.6626838,FALSE
1950,"1950-05-26",6.7623243,-1.263971,15.6792315609733,FALSE,17.6626838,FALSE
1950,"1950-05-27",6.407765,-1.263971,15.6792315609733,FALSE,17.6626838,FALSE
1950,"1950-05-28",8.138303,-1.263971,15.6792315609733,FALSE,17.6626838,FALSE
1950,"1950-05-29",8.74872,-1.263971,15.6792315609733,FALSE,17.6626838,FALSE
1950,"1950-05-30",8.012164,-1.263971,15.6792315609733,FALSE,17.6626838,FALSE
1950,"1950-05-31",6.0104885,-1.263971,15.6792315609733,FALSE,17.6626838,FALSE
1950,"1950-06-01",6.8100758,-1.263971,15.6792315609733,FALSE,17.6626838,FALSE
1950,"1950-06-02",9.16824,-1.263971,15.6792315609733,FALSE,17.6626838,FALSE
1950,"1950-06-03",12.5081005,-1.263971,15.6792315609733,FALSE,17.6626838,FALSE
1950,"1950-06-04",13.695024,-1.263971,15.6792315609733,FALSE,17.6626838,FALSE
1950,"1950-06-05",14.258747,-1.263971,15.6792315609733,FALSE,17.6626838,FALSE
1950,"1950-06-06",13.039703,-1.263971,15.6792315609733,FALSE,17.6626838,FALSE
1950,"1950-06-07",14.845345,-1.263971,15.6792315609733,FALSE,17.6626838,FALSE
1950,"1950-06-08",12.103358,-1.263971,15.6792315609733,FALSE,17.6626838,FALSE
1950,"1950-06-09",9.831814,-1.263971,15.6792315609733,FALSE,17.6626838,FALSE
1950,"1950-06-10",7.56857,-1.263971,15.6792315609733,FALSE,17.6626838,FALSE
1950,"1950-06-11",8.243634,-1.263971,15.6792315609733,FALSE,17.6626838,FALSE
1950,"1950-06-12",9.4836035,-1.263971,15.6792315609733,FALSE,17.6626838,FALSE
1950,"1950-06-13",11.088219,-1.263971,15.6792315609733,FALSE,17.6626838,FALSE
1950,"1950-06-14",12.093649,-1.263971,15.6792315609733,FALSE,17.6626838,FALSE
1950,"1950-06-15",13.6927395,-1.263971,15.6792315609733,FALSE,17.6626838,FALSE
1950,"1950-06-16",15.23686,-1.263971,15.6792315609733,FALSE,17.6626838,FALSE
1950,"1950-06-17",14.788172,-1.263971,15.6792315609733,FALSE,17.6626838,FALSE
1950,"1950-06-18",15.102588,-1.263971,15.6792315609733,FALSE,17.6626838,FALSE
1950,"1950-06-19",16.74135,-1.263971,15.6792315609733,TRUE,17.6626838,FALSE
1950,"1950-06-20",16.052315,-1.263971,15.6792315609733,TRUE,17.6626838,FALSE
1950,"1950-06-21",16.635471,-1.263971,15.6792315609733,TRUE,17.6626838,FALSE
1950,"1950-06-22",17.232012,-1.263971,15.6792315609733,TRUE,17.6626838,FALSE
1950,"1950-06-23",17.875622,-1.263971,15.6792315609733,TRUE,17.6626838,TRUE
1950,"1950-06-24",17.782639,-1.263971,15.6792315609733,TRUE,17.6626838,TRUE
1950,"1950-06-25",17.89348,-1.263971,15.6792315609733,TRUE,17.6626838,TRUE
1950,"1950-06-26",18.148376,-1.263971,15.6792315609733,TRUE,17.6626838,TRUE
1950,"1950-06-27",17.785131,-1.263971,15.6792315609733,TRUE,17.6626838,TRUE
1950,"1950-06-28",17.74719,-1.263971,15.6792315609733,TRUE,17.6626838,TRUE
1950,"1950-06-29",18.082066,-1.263971,15.6792315609733,TRUE,17.6626838,TRUE
1950,"1950-06-30",17.400782,-1.263971,15.6792315609733,TRUE,17.6626838,FALSE
1950,"1950-07-01",14.880742,-1.263971,15.6792315609733,FALSE,17.6626838,FALSE
1950,"1950-07-02",13.157029,-1.263971,15.6792315609733,FALSE,17.6626838,FALSE
1950,"1950-07-03",12.798307,-1.263971,15.6792315609733,FALSE,17.6626838,FALSE
1950,"1950-07-04",12.727908,-1.263971,15.6792315609733,FALSE,17.6626838,FALSE
1950,"1950-07-05",12.439619,-1.263971,15.6792315609733,FALSE,17.6626838,FALSE
1950,"1950-07-06",12.915719,-1.263971,15.6792315609733,FALSE,17.6626838,FALSE
1950,"1950-07-07",12.675591,-1.263971,15.6792315609733,FALSE,17.6626838,FALSE
1950,"1950-07-08",11.597846,-1.263971,15.6792315609733,FALSE,17.6626838,FALSE
1950,"1950-07-09",12.020866,-1.263971,15.6792315609733,FALSE,17.6626838,FALSE
1950,"1950-07-10",13.337681,-1.263971,15.6792315609733,FALSE,17.6626838,FALSE
1950,"1950-07-11",13.559353,-1.263971,15.6792315609733,FALSE,17.6626838,FALSE
1950,"1950-07-12",15.073883,-1.263971,15.6792315609733,FALSE,17.6626838,FALSE
1950,"1950-07-13",17.438765,-1.263971,15.6792315609733,TRUE,17.6626838,FALSE
1950,"1950-07-14",18.751368,-1.263971,15.6792315609733,TRUE,17.6626838,TRUE
1950,"1950-07-15",19.397377,-1.263971,15.6792315609733,TRUE,17.6626838,TRUE
1950,"1950-07-16",19.946548,-1.263971,15.6792315609733,TRUE,17.6626838,TRUE
1950,"1950-07-17",18.753414,-1.263971,15.6792315609733,TRUE,17.6626838,TRUE
1950,"1950-07-18",18.132978,-1.263971,15.6792315609733,TRUE,17.6626838,TRUE
1950,"1950-07-19",16.481138,-1.263971,15.6792315609733,TRUE,17.6626838,FALSE
1950,"1950-07-20",17.036089,-1.263971,15.6792315609733,TRUE,17.6626838,FALSE
1950,"1950-07-21",18.03295,-1.263971,15.6792315609733,TRUE,17.6626838,TRUE
1950,"1950-07-22",19.04955,-1.263971,15.6792315609733,TRUE,17.6626838,TRUE
1950,"1950-07-23",19.205153,-1.263971,15.6792315609733,TRUE,17.6626838,TRUE
1950,"1950-07-24",18.990824,-1.263971,15.6792315609733,TRUE,17.6626838,TRUE
1950,"1950-07-25",17.704615,-1.263971,15.6792315609733,TRUE,17.6626838,TRUE
1950,"1950-07-26",15.767878,-1.263971,15.6792315609733,TRUE,17.6626838,FALSE
1950,"1950-07-27",15.558419,-1.263971,15.6792315609733,FALSE,17.6626838,FALSE
1950,"1950-07-28",16.24141,-1.263971,15.6792315609733,TRUE,17.6626838,FALSE
1950,"1950-07-29",17.485113,-1.263971,15.6792315609733,TRUE,17.6626838,FALSE
1950,"1950-07-30",18.190546,-1.263971,15.6792315609733,TRUE,17.6626838,TRUE
1950,"1950-07-31",18.974981,-1.263971,15.6792315609733,TRUE,17.6626838,TRUE
1950,"1950-08-01",19.461212,-1.263971,15.6792315609733,TRUE,17.6626838,TRUE
1950,"1950-08-02",19.140844,-1.263971,15.6792315609733,TRUE,17.6626838,TRUE
1950,"1950-08-03",18.947336,-1.263971,15.6792315609733,TRUE,17.6626838,TRUE
1950,"1950-08-04",18.510592,-1.263971,15.6792315609733,TRUE,17.6626838,TRUE
1950,"1950-08-05",18.564608,-1.263971,15.6792315609733,TRUE,17.6626838,TRUE
1950,"1950-08-06",19.196762,-1.263971,15.6792315609733,TRUE,17.6626838,TRUE
1950,"1950-08-07",19.86925,-1.263971,15.6792315609733,TRUE,17.6626838,TRUE
1950,"1950-08-08",20.127794,-1.263971,15.6792315609733,TRUE,17.6626838,TRUE
1950,"1950-08-09",21.256824,-1.263971,15.6792315609733,TRUE,17.6626838,TRUE
1950,"1950-08-10",21.237053,-1.263971,15.6792315609733,TRUE,17.6626838,TRUE
1950,"1950-08-11",20.847845,-1.263971,15.6792315609733,TRUE,17.6626838,TRUE
1950,"1950-08-12",19.62848,-1.263971,15.6792315609733,TRUE,17.6626838,TRUE
1950,"1950-08-13",17.799467,-1.263971,15.6792315609733,TRUE,17.6626838,TRUE
1950,"1950-08-14",17.049871,-1.263971,15.6792315609733,TRUE,17.6626838,FALSE
1950,"1950-08-15",17.599787,-1.263971,15.6792315609733,TRUE,17.6626838,FALSE
1950,"1950-08-16",18.614399,-1.263971,15.6792315609733,TRUE,17.6626838,TRUE
1950,"1950-08-17",19.53273,-1.263971,15.6792315609733,TRUE,17.6626838,TRUE
1950,"1950-08-18",20.388662,-1.263971,15.6792315609733,TRUE,17.6626838,TRUE
1950,"1950-08-19",20.373564,-1.263971,15.6792315609733,TRUE,17.6626838,TRUE
1950,"1950-08-20",18.164152,-1.263971,15.6792315609733,TRUE,17.6626838,TRUE
1950,"1950-08-21",13.782447,-1.263971,15.6792315609733,FALSE,17.6626838,FALSE
1950,"1950-08-22",13.472843,-1.263971,15.6792315609733,FALSE,17.6626838,FALSE
1950,"1950-08-23",13.478903,-1.263971,15.6792315609733,FALSE,17.6626838,FALSE
1950,"1950-08-24",14.412061,-1.263971,15.6792315609733,FALSE,17.6626838,FALSE
1950,"1950-08-25",14.48647,-1.263971,15.6792315609733,FALSE,17.6626838,FALSE
1950,"1950-08-26",15.547544,-1.263971,15.6792315609733,FALSE,17.6626838,FALSE
1950,"1950-08-27",15.337095,-1.263971,15.6792315609733,FALSE,17.6626838,FALSE
1950,"1950-08-28",14.686798,-1.263971,15.6792315609733,FALSE,17.6626838,FALSE
1950,"1950-08-29",15.387724,-1.263971,15.6792315609733,FALSE,17.6626838,FALSE
1950,"1950-08-30",13.827952,-1.263971,15.6792315609733,FALSE,17.6626838,FALSE
1950,"1950-08-31",12.265343,-1.263971,15.6792315609733,FALSE,17.6626838,FALSE
1950,"1950-09-01",11.915552,-1.263971,15.6792315609733,FALSE,17.6626838,FALSE
1950,"1950-09-02",12.65138,-1.263971,15.6792315609733,FALSE,17.6626838,FALSE
1950,"1950-09-03",13.589739,-1.263971,15.6792315609733,FALSE,17.6626838,FALSE
1950,"1950-09-04",13.103737,-1.263971,15.6792315609733,FALSE,17.6626838,FALSE
1950,"1950-09-05",11.758189,-1.263971,15.6792315609733,FALSE,17.6626838,FALSE
1950,"1950-09-06",11.508472,-1.263971,15.6792315609733,FALSE,17.6626838,FALSE
1950,"1950-09-07",10.987281,-1.263971,15.6792315609733,FALSE,17.6626838,FALSE
1950,"1950-09-08",10.213038,-1.263971,15.6792315609733,FALSE,17.6626838,FALSE
1950,"1950-09-09",8.988532,-1.263971,15.6792315609733,FALSE,17.6626838,FALSE
1950,"1950-09-10",10.373092,-1.263971,15.6792315609733,FALSE,17.6626838,FALSE
1950,"1950-09-11",10.8421545,-1.263971,15.6792315609733,FALSE,17.6626838,FALSE
1950,"1950-09-12",11.022833,-1.263971,15.6792315609733,FALSE,17.6626838,FALSE
1950,"1950-09-13",10.436815,-1.263971,15.6792315609733,FALSE,17.6626838,FALSE
1950,"1950-09-14",11.346828,-1.263971,15.6792315609733,FALSE,17.6626838,FALSE
1950,"1950-09-15",12.150967,-1.263971,15.6792315609733,FALSE,17.6626838,FALSE
1950,"1950-09-16",11.774674,-1.263971,15.6792315609733,FALSE,17.6626838,FALSE
1950,"1950-09-17",11.533025,-1.263971,15.6792315609733,FALSE,17.6626838,FALSE
1950,"1950-09-18",11.99817,-1.263971,15.6792315609733,FALSE,17.6626838,FALSE
1950,"1950-09-19",11.771621,-1.263971,15.6792315609733,FALSE,17.6626838,FALSE
1950,"1950-09-20",11.047311,-1.263971,15.6792315609733,FALSE,17.6626838,FALSE
1950,"1950-09-21",10.633193,-1.263971,15.6792315609733,FALSE,17.6626838,FALSE
1950,"1950-09-22",10.267585,-1.263971,15.6792315609733,FALSE,17.6626838,FALSE
1950,"1950-09-23",9.579093,-1.263971,15.6792315609733,FALSE,17.6626838,FALSE
1950,"1950-09-24",8.698372,-1.263971,15.6792315609733,FALSE,17.6626838,FALSE
1950,"1950-09-25",8.477078,-1.263971,15.6792315609733,FALSE,17.6626838,FALSE
1950,"1950-09-26",7.92876,-1.263971,15.6792315609733,FALSE,17.6626838,FALSE
1950,"1950-09-27",7.3219438,-1.263971,15.6792315609733,FALSE,17.6626838,FALSE
1950,"1950-09-28",7.9983506,-1.263971,15.6792315609733,FALSE,17.6626838,FALSE
1950,"1950-09-29",7.1612997,-1.263971,15.6792315609733,FALSE,17.6626838,FALSE
1950,"1950-09-30",7.320114,-1.263971,15.6792315609733,FALSE,17.6626838,FALSE
1950,"1950-10-01",7.6779556,-1.263971,15.6792315609733,FALSE,17.6626838,FALSE
1950,"1950-10-02",8.374183,-1.263971,15.6792315609733,FALSE,17.6626838,FALSE
1950,"1950-10-03",8.442263,-1.263971,15.6792315609733,FALSE,17.6626838,FALSE
1950,"1950-10-04",7.986463,-1.263971,15.6792315609733,FALSE,17.6626838,FALSE
1950,"1950-10-05",7.5206413,-1.263971,15.6792315609733,FALSE,17.6626838,FALSE
1950,"1950-10-06",9.019577,-1.263971,15.6792315609733,FALSE,17.6626838,FALSE
1950,"1950-10-07",9.06641,-1.263971,15.6792315609733,FALSE,17.6626838,FALSE
1950,"1950-10-08",9.010979,-1.263971,15.6792315609733,FALSE,17.6626838,FALSE
1950,"1950-10-09",7.503814,-1.263971,15.6792315609733,FALSE,17.6626838,FALSE
1950,"1950-10-10",6.7160153,-1.263971,15.6792315609733,FALSE,17.6626838,FALSE
1950,"1950-10-11",6.303164,-1.263971,15.6792315609733,FALSE,17.6626838,FALSE
1950,"1950-10-12",6.084926,-1.263971,15.6792315609733,FALSE,17.6626838,FALSE
1950,"1950-10-13",3.7189171,-1.263971,15.6792315609733,FALSE,17.6626838,FALSE
1950,"1950-10-14",2.4165719,-1.263971,15.6792315609733,FALSE,17.6626838,FALSE
1950,"1950-10-15",4.552936,-1.263971,15.6792315609733,FALSE,17.6626838,FALSE
1950,"1950-10-16",5.7611356,-1.263971,15.6792315609733,FALSE,17.6626838,FALSE
1950,"1950-10-17",5.859323,-1.263971,15.6792315609733,FALSE,17.6626838,FALSE
1950,"1950-10-18",5.484842,-1.263971,15.6792315609733,FALSE,17.6626838,FALSE
1950,"1950-10-19",5.1457734,-1.263971,15.6792315609733,FALSE,17.6626838,FALSE
1950,"1950-10-20",4.472343,-1.263971,15.6792315609733,FALSE,17.6626838,FALSE
1950,"1950-10-21",3.1839204,-1.263971,15.6792315609733,FALSE,17.6626838,FALSE
1950,"1950-10-22",1.4072856,-1.263971,15.6792315609733,FALSE,17.6626838,FALSE
1950,"1950-10-23",0.42237765,-1.263971,15.6792315609733,FALSE,17.6626838,FALSE
1950,"1950-10-24",0.96043867,-1.263971,15.6792315609733,FALSE,17.6626838,FALSE
1950,"1950-10-25",1.3480275,-1.263971,15.6792315609733,FALSE,17.6626838,FALSE
1950,"1950-10-26",0.6670076,-1.263971,15.6792315609733,FALSE,17.6626838,FALSE
